Title	Reading time (min)	Author	Last Name	Name	Country	Genre	Birth Year	Death Year	Linked Authors	Categories
El espejo	0.095	Ramón	Gómez de la Serna	Gómez de la Serna, Ramón	Unknown	Romanticism	1888.0	1963.0	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núnez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	Alumnado de las Escuelas Pías,Biógrafos de Espana del siglo XX,Ensayistas de Argentina,Ensayistas de Espana del siglo XX,Escritores costumbristas de Espana,Escritores de Argentina del siglo XX,Escritores de Espana del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en espanol del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de Espana del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrilenos,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de Espana del siglo XX,Periodistas de Espana del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo
Mavutsinim: el primer hombre	0.475	Unknown	Anónimo	Anónimo	Unknown	Unknown	0.0	0.0	Unknown	Unknown
Cosas viejas	6.32	Guy de	Maupassant	Maupassant, Guy de	France	Unknown	1850.0	1893.0	Edgar Allan Poe,Gabriele D'Annunzio,Gustave Flaubert,Horacio Quiroga,Émile Zola	Cuentistas de Francia del siglo XIX,Escritores de ficción psicológica,Escritores de literatura fantástica de Francia,Escritores de terror de Francia,Escritores eróticos,Escritores naturalistas,Fallecidos en 1893,Fallecidos en París,Fallecidos por sífilis,Guy de Maupassant,Hombres,Militares franceses de la guerra franco-prusiana,Nacidos en 1850,Nacidos en Dieppe,Novelistas de Francia del siglo XIX,Personas que han rechazado la Legión de Honor,Poetas malditos,Sepultados en el cementerio de Montparnasse
La habichuela mágica	3.17	Unknown	Anónimo	Anónimo	Unknown	Unknown	0.0	0.0	Unknown	Unknown
Aquiles y la tortuga	1.075	Enrique	Anderson Imbert	Anderson Imbert, Enrique	Argentina	Unknown	1910.0	2000.0	Unknown	Alumnado de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires,Alumnado del Colegio Nacional Rafael Hernández,Beca Guggenheim,Críticos literarios de Argentina,Cuentistas de Argentina,Ensayistas de Argentina,Escritores de la provincia de Córdoba (Argentina),Escritores en espanol del siglo XX,Fallecidos en 2000,Fallecidos en Buenos Aires,Hombres,Miembros de la Academia Argentina de Letras,Miembros de la Academia Estadounidense de las Artes y las Ciencias,Nacidos en 1910,Nacidos en Córdoba (Argentina),Novelistas de Argentina,Profesorado de la Universidad Nacional de Tucumán,Profesores de la Universidad Nacional de Cuyo,Profesores de la Universidad de Harvard,Profesores de la Universidad de Míchigan,Sepultados en el Cementerio Jardín de Paz de Pilar
El dragón de muchas cabezas y el de muchas colas	0.835	Jean de	La Fontaine	La Fontaine, Jean de	France	Romanticism	1621.0	1695.0	Charles Perrault,Giovanni Boccaccio	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII
Las negruras de Rembrandt	0.59	Ramón	Gómez de la Serna	Gómez de la Serna, Ramón	Unknown	Romanticism	1888.0	1963.0	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núnez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	Alumnado de las Escuelas Pías,Biógrafos de Espana del siglo XX,Ensayistas de Argentina,Ensayistas de Espana del siglo XX,Escritores costumbristas de Espana,Escritores de Argentina del siglo XX,Escritores de Espana del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en espanol del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de Espana del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrilenos,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de Espana del siglo XX,Periodistas de Espana del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo
El gato rubrica	0.05	Ramón	Gómez de la Serna	Gómez de la Serna, Ramón	Unknown	Romanticism	1888.0	1963.0	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núnez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	Alumnado de las Escuelas Pías,Biógrafos de Espana del siglo XX,Ensayistas de Argentina,Ensayistas de Espana del siglo XX,Escritores costumbristas de Espana,Escritores de Argentina del siglo XX,Escritores de Espana del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en espanol del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de Espana del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrilenos,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de Espana del siglo XX,Periodistas de Espana del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo
El primer día	0.725	Jacques	Sternberg	Sternberg, Jacques	Belgium	Fantasy	1923.0	2006.0	Fredric Brown	Escritores de Bélgica del siglo XX,Escritores en francés,Fallecidos en 2006,Fallecidos en París,Fallecidos por cáncer de pulmón en Francia,Hombres,Judíos de Francia,Nacidos en 1923,Nacidos en Amberes
El espejo	4.425	Alphonse	Daudet	Daudet, Alphonse	France	Unknown	1840.0	1897.0	Unknown	Alphonse Daudet,Cuentistas de Francia del siglo XIX,Escritores de Francia del siglo XIX,Escritores en francés del siglo XIX,Fallecidos en 1897,Fallecidos en París,Fallecidos por sífilis,Hombres,Nacidos en 1840,Nacidos en Nimes,Novelistas de Francia del siglo XIX,Sepultados en el cementerio del Père-Lachaise
Abuelita	3.34	Hans Christian	Andersen	Andersen, Hans Christian	Denmark	Romanticism	1805.0	1875.0	Charles Dickens,William Shakespeare	Autodidactas,Comandantes de primera clase de la Orden de Dannebrog,Cuentistas de Dinamarca,Escritores LGBT de Dinamarca,Escritores bisexuales,Escritores de Dinamarca del siglo XIX,Escritores de literatura infantil de Dinamarca,Escritores en danés,Escritores sobre viajes del siglo XIX,Fallecidos en 1875,Fallecidos por cáncer de hígado en Dinamarca,Hans Christian Andersen,Historia LGBT en Dinamarca,Hombres,Nacidos en 1805,Nacidos en Odense,Novelistas de Dinamarca del siglo XIX,Personas que dan nombre a un asteroide,Poetas de Dinamarca del siglo XIX,Protestantes de Dinamarca,Viajeros del siglo XIX por Espana,Zurdos
Odín	0.895	Jorge Luis	Borges	Borges, Jorge Luis	Argentina	Romanticism	1899.0	1986.0	Adolfo Bioy Casares,Arthur Rimbaud,Carlos Fuentes,Dámaso Alonso,Edgar Allan Poe,Francisco Luis Bernárdez,Francisco de Quevedo,Franz Kafka,Gabriel García Márquez,Gerardo Diego,Gustav Meyrink,Henri Michaux,Herman Melville,Hermann Hesse,Jack London,James Joyce,José Emilio Pacheco,Juan Carlos Onetti,Julio Cortázar,Julio Ramón Ribeyro,Leopoldo Lugones,Macedonio Fernández,Manuel Mujica Lainez,Manuel Peyrou,Marcel Schwob,May Sinclair,Octavio Paz,Oliverio Girondo,Oscar Wilde,Pablo Neruda,Paul Auster,Ramón Gómez de la Serna,Ramón del Valle-Inclán,Ricardo Güiraldes,Roberto Arlt,Roberto Bolano,Rudyard Kipling,Samuel Beckett,Santiago Dabove,Silvina Ocampo,Vicente Huidobro,Victoria Ocampo,Virginia Woolf,Vladimir Nabokov,Walt Whitman,William Faulkner	Anticomunistas de Argentina,Argentinos fallecidos en el exterior,Conservadores de Argentina,Doctores honoris causa de la Universidad Nacional de La Plata,Fallecidos en 1986,Fallecidos en Ginebra,Hombres,Jorge Luis Borges,Liberales de Argentina,Nacidos en 1899,Nacidos en Buenos Aires,Personas que dan nombre a un asteroide
El clavel	6.055	Katherine	Mansfield	Mansfield, Katherine	New Zealand	Modernism	1888.0	1923.0	Virginia Woolf	Bisexuales de Nueva Zelanda,Círculo de Bloomsbury,Diaristas,Escritoras de Nueva Zelanda,Escritores LGBT de Nueva Zelanda,Escritores bisexuales,Escritores de Nueva Zelanda del siglo XX,Escritores en inglés,Fallecidos en 1923,Fallecidos en Fontainebleau,Mujeres,Nacidos en 1888,Nacidos en Wellington
El ratón campestre y el cortesano	1.095	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
Dentro de mil anos	3.64	Hans Christian	Andersen	Andersen, Hans Christian	Denmark	Romanticism	1805.0	1875.0	Charles Dickens,William Shakespeare	Autodidactas,Comandantes de primera clase de la Orden de Dannebrog,Cuentistas de Dinamarca,Escritores LGBT de Dinamarca,Escritores bisexuales,Escritores de Dinamarca del siglo XIX,Escritores de literatura infantil de Dinamarca,Escritores en danés,Escritores sobre viajes del siglo XIX,Fallecidos en 1875,Fallecidos por cáncer de hígado en Dinamarca,Hans Christian Andersen,Historia LGBT en Dinamarca,Hombres,Nacidos en 1805,Nacidos en Odense,Novelistas de Dinamarca del siglo XIX,Personas que dan nombre a un asteroide,Poetas de Dinamarca del siglo XIX,Protestantes de Dinamarca,Viajeros del siglo XIX por Espana,Zurdos
Silencio	4.275	Clarice	Lispector	Lispector, Clarice	Brazil	Historical	1920.0	1977.0	Cristina Peri Rossi,Franz Kafka,Ida Vitale,James Joyce,Jorge Luis Borges,Virginia Woolf	Alumnado de la Universidad Federal de Río de Janeiro,Brasilenos nacidos en el exterior,Clarice Lispector,Cuentistas de Brasil,Cuentistas de Ucrania,Escritoras de Brasil,Escritoras de Ucrania,Escritores del siglo XX,Escritores en portugués,Fallecidas por cáncer de ovario,Fallecidos en 1977,Fallecidos por cáncer en Brasil,Judíos de Brasil,Judíos de Ucrania,Mujeres,Nacidos en 1920,Nacionalizados de Brasil,Novelistas de Brasil,Novelistas de Ucrania,Premio Jabuti,Traductores al portugués,Traductores de Agatha Christie,Traductores de Brasil,Traductores de Edgar Allan Poe,Traductores de Oscar Wilde,Traductores de Ucrania
Exámenes de arte	1.03	Bertolt	Brecht	Brecht, Bertolt	Germany	Unknown	1898.0	1956.0	Friedrich Hölderlin,William Shakespeare	Bertolt Brecht,Candidatos al Premio Nobel de Literatura,Comunistas de Alemania,Críticos de teatro de Alemania,Directores de teatro de Alemania,Dramaturgos de Alemania del siglo XX,Escritores de Alemania del siglo XX,Escritores del exilio alemán 1933-1945,Escritores en alemán,Escritores modernos de ficción relacionada con la mitología griega,Exiliados de Estados Unidos,Fallecidos en 1956,Fallecidos en Berlín,Fallecidos por infarto agudo de miocardio,Hombres,Lista negra de Hollywood,Marxistas de Alemania,Microrrelatistas,Miembros de la Academia de las Artes de Berlín,Nacidos en 1898,Nacidos en Augsburgo,Personas que dan nombre a un asteroide,Poesía moderna,Poetas de Alemania del siglo XX,Premio Kleist,Satíricos de Alemania
Renuncia	1.07	Italo	Calvino	Calvino, Italo	Italy	Unknown	1923.0	1985.0	Alberto Moravia,Cesare Pavese,Jorge Luis Borges,Joseph Conrad	Alumnado de la Universidad de Florencia,Ateos de Italia,Comunistas de Italia,Escritores de Italia del siglo XX,Escritores en italiano,Fallecidos en 1985,Fallecidos en Siena,Hombres,Italo Calvino,Nacidos en 1923,Nacidos en Santiago de las Vegas,Personas de Liguria
Dios	0.34	Unknown	Voltaire	Voltaire	France	Unknown	1694.0	1778.0	Unknown	Unknown
Espejo	1.465	Ambrose	Bierce	Bierce, Ambrose	United States	Romanticism	1842.0	1914.0	Carlos Fuentes,Edgar Allan Poe,Herman Melville,Jack London,Jorge Luis Borges,José María Valverde,Lord Byron,Mark Twain,Nathaniel Hawthorne	Aforistas,Agnósticos de Estados Unidos,Ambrose Bierce,Ateos de Estados Unidos,Cuentistas de Estados Unidos,Editorialistas de Estados Unidos,Escritores de Estados Unidos,Escritores de terror de Estados Unidos,Escritores en inglés,Fabulistas,Fallecidos en 1914,Hombres,Nacidos en 1842,Oficiales del Ejército de la Unión,Periodistas de Estados Unidos,Satíricos de Estados Unidos
Voto	0.135	Ambrose	Bierce	Bierce, Ambrose	United States	Romanticism	1842.0	1914.0	Carlos Fuentes,Edgar Allan Poe,Herman Melville,Jack London,Jorge Luis Borges,José María Valverde,Lord Byron,Mark Twain,Nathaniel Hawthorne	Aforistas,Agnósticos de Estados Unidos,Ambrose Bierce,Ateos de Estados Unidos,Cuentistas de Estados Unidos,Editorialistas de Estados Unidos,Escritores de Estados Unidos,Escritores de terror de Estados Unidos,Escritores en inglés,Fabulistas,Fallecidos en 1914,Hombres,Nacidos en 1842,Oficiales del Ejército de la Unión,Periodistas de Estados Unidos,Satíricos de Estados Unidos
Dichos de Luder 28	0.2	Julio Ramón	Ribeyro	Ribeyro, Julio Ramón	Peru	Romanticism	1929.0	1994.0	Jorge Luis Borges,Julio Cortázar,Ricardo Palma	Fallecidos en 1994,Hombres,Julio Ramón Ribeyro,Nacidos en 1929
El nunca correspondido amor de los fuertes por los débiles	0.675	Marco	Denevi	Denevi, Marco	Argentina	Unknown	1922.0	1998.0	Unknown	Alumnado del Colegio Nacional de Buenos Aires,Cuentistas de Argentina,Diplomas al mérito Konex,Dramaturgos de Argentina,Escritores en espanol del siglo XX,Fallecidos en 1998,Hombres,Microrrelatistas,Nacidos en 1920,Novelistas de Argentina,Periodistas de Argentina,Personas de Sáenz Pena (Buenos Aires),Sepultados en el cementerio de la Recoleta
El león y el delfín	0.67	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
La montana	0.695	Enrique	Anderson Imbert	Anderson Imbert, Enrique	Argentina	Unknown	1910.0	2000.0	Unknown	Alumnado de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires,Alumnado del Colegio Nacional Rafael Hernández,Beca Guggenheim,Críticos literarios de Argentina,Cuentistas de Argentina,Ensayistas de Argentina,Escritores de la provincia de Córdoba (Argentina),Escritores en espanol del siglo XX,Fallecidos en 2000,Fallecidos en Buenos Aires,Hombres,Miembros de la Academia Argentina de Letras,Miembros de la Academia Estadounidense de las Artes y las Ciencias,Nacidos en 1910,Nacidos en Córdoba (Argentina),Novelistas de Argentina,Profesorado de la Universidad Nacional de Tucumán,Profesores de la Universidad Nacional de Cuyo,Profesores de la Universidad de Harvard,Profesores de la Universidad de Míchigan,Sepultados en el Cementerio Jardín de Paz de Pilar
Carta a un zapatero que compuso mal unos zapatos	4.955	Juan José	Arreola	Arreola, Juan José	Mexico	Unknown	1918.0	2001.0	Charles Baudelaire,Eduardo Lizalde,Elsa Cross,Elías Nandino,Federico García Lorca,Franz Kafka,Giovanni Papini,Hans Christian Andersen,Jaime Torres Bodet,Jean de La Fontaine,Jorge Luis Borges,José Emilio Pacheco,José Revueltas,Juan Rulfo,Jules Renard,Julio Cortázar,Julio Torri,Marcel Proust,Marcel Schwob,Octavio Paz,Paul Valéry,Ramón López Velarde,Rubén Bonifaz Nuno,Walt Whitman,Xavier Villaurrutia	Académicos e investigadores de la Universidad Nacional Autónoma de México,Alumnado de El Colegio de México,Cuentistas de México del siglo XX,Doctores honoris causa de la Universidad de Colima,Editores de México,Escritores de Jalisco,Escritores en espanol del siglo XX,Fallecidos en 2001,Fallecidos en Guadalajara (México),Hombres,Microrrelatistas,Nacidos en 1918,Nacidos en Ciudad Guzmán,Premio Internacional Alfonso Reyes,Premio Nacional de Ciencias y Artes (México),Premio Nacional de Periodismo de México,Premio Xavier Villaurrutia
Un apólogo	2.05	J. M.	Machado de Assis	Machado de Assis, J. M.	Brazil	Unknown	1839.0	1908.0	Unknown	Unknown
El marica	5.87	Abelardo	Castillo	Castillo, Abelardo	Argentina	Unknown	1935.0	2017.0	Adolfo Bioy Casares,Alejandra Pizarnik,Augusto Roa Bastos,Carlos Fuentes,Félix Grande,Jean-Paul Sartre,Jorge Luis Borges,Juan Rulfo,Julio Cortázar,Manuel Peyrou,Miguel Ángel Asturias,Roberto Fernández Retamar	Artistas e intelectuales prohibidos por el Proceso de Reorganización Nacional,Cuentistas de Argentina,Diaristas de Argentina,Ensayistas de Argentina,Escritores de género masculino de Argentina,Escritores de terror de Argentina,Escritores en espanol del siglo XX,Escritores en espanol del siglo XXI,Fallecidos en 2017,Fallecidos en Buenos Aires,Hombres,Nacidos en 1935,Nacidos en Buenos Aires,Novelistas de Argentina,Personas de San Pedro (Buenos Aires),Premio Casa de las Américas,Premio Konex de Brillante,Premio Konex de Platino
El Zorro y la Cigüena	0.89	Jean de	La Fontaine	La Fontaine, Jean de	France	Romanticism	1621.0	1695.0	Charles Perrault,Giovanni Boccaccio	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII
El agricultor modelo	1.145	Jules	Renard	Renard, Jules	France	Unknown	1864.0	1910.0	Ramón Gómez de la Serna	Academia Goncourt,Aforistas,Críticos literarios de Francia,Cuentistas de Francia del siglo XIX,Dramaturgos de Francia del siglo XIX,Escritores de Francia del siglo XIX,Escritores de Francia del siglo XX,Escritores en francés,Fallecidos en 1910,Fallecidos en París,Hombres,Nacidos en 1864,Nacidos en Mayenne,Novelistas de Francia del siglo XIX
La Perla de Toledo	2.605	Próspero	Mérimée	Mérimée, Próspero	France	Unknown	1803.0	1870.0	George Sand,Walter Scott	Escritores costumbristas,Escritores de Francia del siglo XIX,Escritores en francés del siglo XIX,Fallecidos en 1870,Fallecidos en Cannes,Grandes oficiales de la Legión de Honor,Hispanistas de Francia,Hombres,Miembros de la Academia Francesa,Miembros de la Academia de Inscripciones y Lenguas Antiguas,Nacidos en 1803,Nacidos en París,Prosper Mérimée,Traductores de Aleksandr Pushkin,Traductores de Francia del siglo XIX,Traductores del espanol al francés,Traductores del ruso al francés,Viajeros del siglo XIX por Espana
